"","gene_symbol","2021_02_12_DS1_Cell","2021_02_12_DS1_Pt","2021_02_12_DS76_Cell","2021_02_12_DS81_Cell","2024_07_02_DS76_Pt","2024_07_02_DS81_Pt"
"30596","ANKRD62P1",0,1,0,0,0,0
"30600","CSPG4P12",104,93,8,27,59,114
"30601","LOC100420707",0,0,0,0,0,0
"30605","IGHV2OR16-5",0,0,0,0,0,0
"30607","ZHX1-C8orf76",68,75,12,22,104,122
"30609","ACTG1P17",65,61,13,18,108,106
"30614","INAFM2",992,620,1393,760,1825,698
"30615","ST20-MTHFS",240,136,82,90,100,226
"30617","HNRNPMP1",0,0,0,0,0,1
"30627","NDUFB4P11",0,0,0,0,0,0
"30629","MTND5P32",0,0,0,0,0,0
"30631","GH1",4,5,2,0,24,373
"30632","RLIMP3",0,0,2,1,0,0
"30634","LOC107984761",0,0,0,0,0,1
"30636","LOC100287243",0,1,2,0,0,0
"30638","TGIF2-RAB5IF",85,121,50,43,98,48
"30641","HNRNPA1P45",0,0,0,0,0,0
"30644","CTXND1",0,0,0,0,0,0
"30645","HNRNPCP3",0,0,1,1,0,0
"30648","DPPA5P2",0,0,0,0,0,0
"30649","HMGB3P26",0,0,0,0,0,0
"30651","THTPA",726,854,409,430,996,1488
"30653","OR4N3P",0,0,0,0,1,0
"30656","NIFKP8",0,0,0,0,0,0
"30658","WBP1LP5",0,0,0,0,0,0
"30661","AHCYP7",0,0,0,1,0,0
"30664","KRT8P9",0,0,0,0,0,0
"30670","MRPL46",767,647,608,619,697,1412
"30673","LOC100419668",0,0,0,4,2,0
"30675","LOC100421087",0,0,0,0,0,0
"30676","LOC112268162",0,0,0,0,0,0
"30680","ANP32AP1",0,2,3,1,0,0
"30686","RPL21P12",0,0,0,0,0,0
"30687","UBE2Q2P11",0,0,0,0,0,0
"30689","CYCSP2",0,0,0,0,0,0
"30698","BLID",0,0,0,0,0,0
"30702","PHF5AP6",0,0,0,0,0,0
"30705","MTND4LP23",0,0,0,0,0,0
"30706","DDX18P2",0,0,0,0,0,0
"30709","EEF1A1P22",1,9,2,7,1,1
"30710","TUBAP12",0,0,0,0,0,0
"30712","LOC100288241",0,0,0,0,0,0
"30713","MTND3P12",0,0,0,0,0,0
"30719","MTCO3P23",0,0,0,0,0,0
"30725","MTCYBP23",0,0,0,0,0,0
"30726","RPL7AP75",0,0,7,1,0,0
"30728","IGHV3OR16-17",0,0,0,0,0,0
"30734","LOC400347",0,0,0,0,0,0
"30737","HSP90B2P",8,34,10,16,38,15
"30739","NUTF2P6",0,0,0,0,0,0
"30745","LOC100419366",0,0,0,0,0,0
"30747","NCAPGP2",0,0,0,0,0,0
"30749","TUBAP11",3,2,0,1,3,0
"30751","LOC646071",0,0,0,0,0,1
"30752","FDPSP9",0,0,0,0,0,0
"30755","ANP32BP1",1,3,0,1,0,0
"30756","LOC107987232",0,0,0,0,0,0
"30757","SLC22A31",0,7,0,0,4,8
"30759","LYPD8",0,3,0,0,1,2
"30761","AGGF1P6",0,0,0,0,0,0
"30767","VENTXP1",0,0,0,0,0,0
"30771","LOC100420642",0,0,0,0,0,0
"30772","LOC100419639",0,0,0,0,0,0
"30776","LOC100422492",0,0,0,0,0,0
"30779","ACTG1P15",0,0,0,0,0,0
"30781","AQP7B",0,0,0,0,0,0
"30784","LOC100130044",0,0,0,0,0,0
"30788","LOC124903574",3,1,3,3,0,0
"30790","RBM15B",6769,6653,7123,7730,4922,3929
"30794","MRPS21P8",0,0,0,0,0,0
"30795","VN1R68P",0,0,0,0,0,0
"30804","TGFBR3L",18,9,1,29,4,51
"30809","MRPS21P7",0,0,0,0,0,1
"30810","HOXB7",0,0,0,163,0,134
"30814","BCAP31P2",0,0,0,0,0,0
"30816","ABCB10P4",0,0,0,0,0,0
"30818","MTND4LP25",0,0,0,0,0,0
"30822","LOC105373383",105,112,19,25,58,149
"30825","ADAM3B",4,0,0,0,0,0
"30828","SPDYE6",0,7,0,0,0,0
"30835","ULK4P1",14,6,16,6,7,9
"30836","CA5AP1",0,0,0,3,0,5
"30837","C1QL1P1",0,0,0,0,0,0
"30838","CSPG4P13",98,407,8,7,100,55
"30839","LOC646665",0,0,1,3,1,2
"30840","LOC107984807",0,0,0,0,0,0
"30841","MTND5P34",0,0,0,0,0,0
"30843","RARRES2P10",0,0,0,0,0,0
"30846","MTCYBP28",2,0,0,1,0,0
"30852","DUX4L47",0,0,0,0,0,0
"30856","CCDC187",48,48,10,45,57,763
"30857","UBL5P4",0,0,0,0,0,1
"30858","PPIAP51",0,0,0,0,0,0
"30859","FRRS1L",30,18,6,8,36,14
"30861","PMF1-BGLAP",188,211,83,88,203,797
"30864","LOC100421259",0,0,0,0,0,0
"30868","PPIAP46",3,12,8,5,14,19
"30872","TPSP2",0,0,0,0,0,0
"30873","ARMH2",0,0,0,0,17,3
"30875","FRG2GP",0,0,0,0,0,0
"30876","ACTG1P16",5,0,0,0,3,0
"30879","MRC1",469,1570,1934,369,844,790
"30881","HSPB9",15,18,3,3,0,184
"30893","LOC100131080",0,0,0,0,0,0
"30895","LDC1P",0,0,206,88,1715,58
"30896","WBP11P1",0,0,0,0,0,0
"30904","AGGF1P9",0,0,0,0,0,0
"30905","SCX",222,146,17,40,47,705
"30907","MTCH2P3",0,0,0,0,0,0
"30911","TPRKBP2",0,0,0,1,0,0
"30912","C16orf95",67,72,59,40,99,228
"30913","KCNJ18",0,0,0,0,0,0
"30915","PPIAP49",0,1,0,0,0,0
"30917","C2orf69P4",0,0,0,0,0,0
"30920","LOC100127965",2,0,0,0,0,0
"30926","CYP3A52P",0,0,0,0,0,0
"30933","TPST2P1",0,0,0,0,0,0
"30936","OR4C49P",0,0,0,0,0,0
"30937","DUX4",0,0,0,0,11,0
"30938","FRG2IP",0,0,0,0,0,0
"30940","LOC100419016",0,0,0,0,0,0
"30943","LOC388248",8,1,0,6,1,4
"30944","RBM22P12",0,0,0,0,0,0
"30947","HERC2P5",9,15,13,132,93,250
"30949","LOC105376731",0,0,0,0,0,0
"30953","TCERG1P2",0,3,0,0,0,0
"30958","HNRNPA3P11",0,0,0,0,0,0
"30960","ANKRD20A1",14,85,0,5,3,5
"30963","VN1R67P",0,0,0,0,0,0
"30966","SLC7A5P1",64,96,80,78,107,9
"30968","KRT8P22",0,0,0,0,0,0
"30969","TLE7",0,0,0,0,0,0
"30970","LOC100505915",41,44,25,36,138,101
"30977","ARHGAP23P1",0,0,0,11,15,0
"30982","KRT8P50",0,2,0,0,0,11
"30983","SERTM2",0,0,0,0,1,0
"30984","VPS35P1",0,0,1,0,0,1
"30985","OR4C45",0,0,0,0,0,0
"30988","LOC124903639",0,0,0,0,0,0
"30997","CYP2C60P",0,0,0,0,0,0
"31000","SLC9B1P5",0,0,0,0,0,0
"31004","VN1R65P",0,0,0,0,0,0
"31008","XKR7",1,2,0,43,35,23
"31012","CCPG1",844,485,952,711,389,543
"31013","SPCS2P1",0,1,0,1,0,0
"31014","LOC100133137",0,0,0,0,0,0
"31015","MTCH2P4",0,0,0,0,0,0
"31016","RPL23AP91",0,0,0,0,3,0
"31017","RARRES2P5",0,0,0,0,0,0
"31020","AGGF1P7",0,0,0,0,0,0
"31022","RARRES2P6",0,0,0,0,0,0
"31025","GS1-279B7.1",0,0,0,0,3,1
"31026","WFDC21P",0,0,53,0,0,11
"31028","C2orf69P1",0,0,0,0,0,0
"31030","VN1R60P",0,0,0,0,0,0
"31031","SULT1A3",1870,998,258,353,1208,4459
"31032","NAMPTP3",0,0,0,0,0,0
"31036","LOC100422491",0,0,0,0,0,0
"31042","TMEM178B",0,9,0,0,0,0
"31045","ADAMTS7P3",0,3,0,0,0,0
"31049","EPPK1",0,9,0,5,20,81
"31051","LOC342443",0,0,0,0,0,8
"31052","HMGB1P33",0,0,0,0,0,0
"31055","RNF126P1",0,0,0,0,0,0
"31056","CYP4A43P",0,0,0,0,0,0
"31062","SULT1C2P2",0,0,0,0,0,0
"31063","CLEC19A",0,0,0,0,0,0
"31064","BCAP31P1",0,0,0,0,0,0
"31065","ZNF865",3149,3112,1711,1983,1345,3341
"31069","BOP1",4769,5289,3357,4931,3922,9190
"31072","GOLGA8T",0,0,0,0,0,0
"31075","MUC22",0,0,0,0,0,0
"31076","TP53TG3GP",0,0,0,0,0,0
"31080","SOD1P2",0,0,0,0,0,0
"31081","RBM22P13",0,0,0,0,0,0
"31083","CYP4A44P",0,0,0,0,0,0
"31086","FIGNL2",0,0,0,0,0,0
"31088","PPIAP50",0,0,1,1,0,1
"31090","EIF4BP5",10,0,3,7,6,1
"31091","SMIM47",4,1,0,2,0,2
"31094","LOC100133127",0,0,0,0,0,0
"31096","PECAM1",3764,1804,6059,3860,4779,10032
"31102","TEN1-CDK3",1017,783,117,125,477,662
"31103","HERC2P6",0,0,0,0,0,0
"31107","DUX4L45",0,0,0,0,0,0
"31109","TUBB8",0,0,1,2,1,16
"31118","CYP3A137P",0,0,0,0,0,0
"31119","VN1R70P",0,0,0,0,0,0
"31121","ABCB10P3",0,0,0,0,0,0
"31122","LOC100420066",0,0,0,0,0,0
"31123","CCNYL7",0,0,0,0,0,0
"31128","SMG1P7",422,370,150,166,694,2312
"31131","TPSP1",0,0,0,0,0,0
"31135","TMEM249",137,93,11,18,63,501
"31138","CYP4A27P",0,0,0,0,0,0
"31139","TPBGL",0,3,0,2,0,34
"31140","HERC2P8",27,0,1,3,20,20
"31141","PRSS46P",0,4,0,0,0,3
"31144","GAN",400,294,165,193,77,27
"31149","NDUFB10P2",0,0,0,0,0,0
"31153","GOLGA6L7",0,0,0,0,0,0
"31154","PIERCE2",8,11,10,5,8,51
"31155","TUBAP4",0,0,0,0,0,0
"31156","LY6L",0,0,0,0,0,0
"31157","SCRT1",0,0,0,1,0,2
"31158","ATP5PDP1",0,0,0,0,0,0
"31160","AGGF1P4",0,0,0,0,0,0
"31161","HPR",0,0,0,2,0,0
"31167","H2BC20P",343,336,155,173,1143,387
"31173","GOLGA8S",28,4,11,8,9,24
"31174","BOLA2-SMG1P6",811,1089,786,861,1332,1636
"31177","SPRING1P3",0,0,0,0,0,0
"31178","AGGF1P8",0,0,0,0,0,0
"31180","KRT18P18",0,1,0,0,0,0
"31185","TCF24",0,0,0,5,0,0
"31188","GOLGA8H",9,20,4,4,0,2
"31189","ISY1-RAB43",2737,2542,2868,2076,1827,2214
"31190","CYP3A54P",0,0,0,0,0,0
"31191","TUBB8P7",0,0,0,1,0,13
"31193","DNM1P49",0,0,0,0,0,0
"31196","LOC100130602",0,0,0,0,0,0
"31197","MIA",14,0,0,0,0,255
"31199","SMIM36",3,0,1,0,0,0
"31202","MTND5P33",0,0,0,0,0,0
"31203","RPL23AP84",0,0,0,0,0,0
"31205","PCDHGA9",47,31,0,39,28,16
"31206","LARP7P2",0,0,0,0,0,0
"31207","GFY",0,0,3,2,70,0
"31215","OR1P1",0,0,0,0,0,0
"31216","LOC647208",0,0,0,0,0,0
"31217","MTATP6P25",0,0,0,0,0,0
"31220","MTND6P33",0,0,0,0,0,0
"31221","MTCO1P28",0,0,0,0,0,0
"31223","GARS1P1",0,0,0,0,0,0
"31226","GREP1",8,1,0,1,12,10
"31227","EIF1P4",0,0,0,0,0,0
"31228","MTCO3P24",0,0,0,0,0,0
"31229","C17orf114",0,0,0,5,0,3
"31230","MYMX",0,0,0,0,0,2
"31233","PCDHGB3",353,260,10,261,98,37
"31235","CORO7",3172,3726,171,204,0,1374
"31237","MTND4LP24",0,0,0,1,0,0
"31245","NDUFA3P6",0,0,0,0,0,0
"31246","MTATP6P24",0,0,0,0,0,0
"31250","MMP12",0,0,305,273,0,7
"31255","SAMD11P1",0,0,0,0,0,0
"31257","CCER2",76,45,8,7,60,166
"31261","FAM187B2P",0,0,2,1,0,0
"31262","MAPK8IP1P1",0,0,0,0,0,4
"31263","LOC100128007",0,0,2,2,0,2
"31269","SMIM28",0,0,0,0,0,0
"31273","PCDHGA4",6,46,0,10,0,7
"31276","BTF3P14",0,0,0,0,0,0
"31278","OR1D5",0,0,0,0,0,0
"31281","PHB1P15",0,0,0,0,0,0
"31283","SPON1",0,0,0,0,13,6
"31285","OVCA2",520,524,669,264,505,996
"31286","LOC100421173",2,7,0,0,5,1
"31291","MRPL12",2472,2426,2996,2481,2465,4385
"31295","C19orf84",5,27,35,5,22,415
"31297","MTCO1P40",269,199,3,8,1,2
"31298","TMPOP2",4,12,7,9,19,16
"31299","CCNQ",1468,1575,787,529,903,1180
"31306","OR52L2P",0,0,0,0,0,0
"31308","GTF2I",17802,15566,12261,10123,10089,2263
"31309","ZNF234",899,610,563,472,435,149
"31318","LRRC37A17P",192,191,0,97,0,11
"31319","MYZAP",0,0,0,0,3,0
"31320","MTND1P8",0,0,0,0,0,0
"31323","MTND3P13",0,0,0,0,0,0
"31325","DPEP2NB",0,0,0,0,0,0
"31328","ATP5F1AP3",2,3,4,1,20,5
"31329","MTCYBP33",0,0,0,0,0,0
"31331","RPS7P1",59,40,60,36,89,100
"31335","PPIAL4A",0,0,2,2,3,0
"31336","AKR1B10P2",0,0,0,0,0,0
"31340","LOC100533653",0,0,0,0,0,0
"31343","TMEM238L",0,0,0,0,0,0
"31346","SRSF8",1503,1657,1768,2683,1541,1003
"31348","MTATP6P3",0,0,0,0,0,0
"31350","FAM72C",1048,537,602,1562,222,168
"31351","IKBKE",785,991,888,787,1353,841
"31357","MSMB",0,0,0,0,1,0
"31358","BPTFP1",252,293,54,40,612,224
"31362","SLC25A51P2",0,0,0,0,0,0
"31363","FTLP13",0,0,0,0,0,0
"31365","LOC100132647",0,0,0,0,0,0
"31368","GDF2",0,0,0,0,0,1
"31369","LOC390846",0,0,0,0,0,0
"31373","RDM1P5",19,19,4,7,38,4
"31377","LASP1NB",51,82,21,14,216,119
"31378","EEF1DP7",2,15,0,0,11,3
"31380","MTND2P13",0,0,0,0,0,0
"31381","TOMM20P3",0,0,0,0,0,0
"31383","NBPF11",1078,1139,538,531,821,48
"31384","RHEX",50,11,2,3,3,8
"31385","YWHAEP3",0,0,0,0,0,0
"31386","AKR1C8",0,0,0,0,0,1
"31389","LOC100421028",0,0,0,0,0,0
"31390","RPL31P9",0,0,0,0,0,0
"31395","LOC100129135",0,0,0,0,0,0
"31396","SCML2P1",0,0,0,0,0,0
"31402","MTND1P15",0,0,0,0,0,0
"31403","PDLIM1P3",0,0,0,0,7,0
"31412","ANXA8L1",0,0,0,0,7,12
"31413","LOC100418959",0,0,0,0,0,0
"31414","CPDP1",0,0,0,0,0,0
"31422","MTCO3P13",0,0,0,0,0,0
"31424","NOTCH2NLA",404,567,264,292,336,171
"31426","NEK4P2",0,0,0,0,0,0
"31427","DYNLL2",7475,8336,4671,6283,3798,5070
"31430","MYH4",0,0,0,0,0,0
"31436","OTUD7B",384,204,74,105,102,45
"31437","DNAJB6P8",0,3,0,0,0,0
"31448","PRPF19P1",0,0,0,0,0,0
"31452","NPY4R2",0,0,0,0,0,0
"31454","DPRXP4",10,13,0,4,29,27
"31458","VN1R71P",0,0,0,0,0,0
"31459","LOC105372179",0,0,0,0,0,0
"31461","NOS2P4",0,0,0,0,0,0
"31463","LOC100419894",0,0,0,0,0,0
"31475","FTLP12",0,0,0,0,0,0
"31476","RBM22P1",0,0,0,0,0,0
"31478","GJA5",44,0,4,10,0,3
"31482","SRP72P1",0,0,0,1,0,0
"31483","LOC100422274",2,0,0,0,0,0
"31484","ANXA8",0,0,0,0,0,12
"31485","RBP3",0,0,0,0,0,0
"31487","LOC100131011",0,0,0,0,0,0
"31488","RBM8A",10251,10521,7911,8326,4999,5989
"31489","IGLJCOR18",0,0,0,0,0,0
"31492","PGDP1",0,0,0,0,0,0
"31493","CLUHP6",0,0,0,0,0,0
"31495","FEM1AP2",0,0,0,0,0,0
"31498","OR4K7P",0,0,0,0,0,0
"31499","TIMM23",2503,2464,2293,2149,956,1743
"31502","LOC100129774",0,0,1,0,0,0
"31509","KRT18P55",0,0,0,5,0,1
"31510","RNF115",2886,3004,1893,1667,1765,1631
"31511","FCGR1CP",0,0,3,0,19,49
"31512","H3P41",0,0,0,0,0,0
"31514","PIGPP4",0,0,0,0,0,0
"31516","CFAP298-TCP10L",731,601,496,457,186,400
"31521","BNIP3P3",0,0,0,0,0,0
"31522","LOC100421257",0,0,0,0,0,0
"31523","TUFMP1",0,0,0,0,0,0
"31524","RPL17",26940,25279,24271,21621,28070,43174
"31525","SYPL1P2",4,0,1,0,2,1
"31529","LOC100422053",0,0,0,0,0,0
"31530","LOC100421100",6,2,0,0,12,0
"31532","ZNF488",24,1,7,57,0,58
"31533","CXADRP3",0,0,0,0,0,0
"31536","RNASEH1P1",0,0,0,0,0,0
"31538","SEC22B",4417,4126,3365,3111,2365,1243
"31539","FSBP",372,267,225,195,122,28
"31542","CCND3P2",0,0,0,0,0,0
"31545","PDLIM1P2",0,0,0,0,0,0
"31550","UBE2CP2",12,6,3,9,13,14
"31552","TXNIP",14228,24150,6191,3771,12349,22670
"31557","SRGAP2",7329,6880,2356,2720,4468,4662
"31561","POLRMTP1",32,33,23,38,1,7
"31562","BAHCC1",12167,19312,4805,6619,38275,4747
"31565","RASSF5",1779,2716,2839,3181,3458,2402
"31566","LOC100287539",0,0,0,0,0,0
"31568","ZNF415P1",0,0,0,0,0,0
"31569","SRP68P1",0,0,0,0,0,0
"31570","RHOT1P1",0,0,0,0,0,0
"31572","YWHAEP2",0,0,0,0,0,0
"31573","STRADA",2949,2807,1342,1497,2277,2916
"31578","PNLIPRP2",0,0,0,0,0,0
"31583","GRAMD4P7",0,0,0,0,0,0
"31585","KLF14",0,0,0,0,0,0
"31590","NBPF15",800,689,769,424,1278,1032
"31593","LOC100996361",0,0,0,1,0,0
"31596","CBX3P2",7,10,5,9,31,19
"31597","NCOA4",9294,16418,8930,8300,7399,2997
"31602","MRPS21",2139,2279,1041,910,1890,2602
"31605","RDM1P1",0,0,0,0,0,0
"31608","GDF10",0,4,0,1,0,112
"31609","MTCYBP13",0,0,0,0,0,0
"31613","EIF1P5",0,0,0,0,0,0
"31615","LONRF2P1",0,0,0,0,0,0
"31616","COP1P1",0,0,0,0,0,0
"31620","LOC100421165",0,0,0,0,0,0
"31621","OR4K8P",0,0,0,0,0,0
"31623","MYO15B",17880,19940,2815,2873,35286,50135
"31631","PPIAP57",0,0,0,0,0,0
"31634","IGBP1C",0,0,0,0,0,0
"31635","ITM2BP1",0,0,0,0,4,0
"31638","STX18P1",32,15,8,8,18,1
"31644","SLC25A6P4",1,0,0,0,5,1
"31646","MRPS5P4",0,0,0,0,0,0
"31650","LOC100419704",6,1,0,0,0,0
"31656","FXYD1",9,1,36,8,2,29
"31657","AARSD1",1497,1916,1016,1104,1304,2347
"31658","OR4F8P",0,0,0,0,0,0
"31661","DHX40P1",13,13,0,15,0,0
"31671","ZNF850",1222,594,555,918,410,249
"31673","LOC729654",0,0,1,0,0,0
"31675","PTGES3L",144,63,139,4,51,22
"31676","LOC100128022",0,0,0,0,0,0
"31678","KRT18P61",0,1,0,0,0,0
"31682","CTBP2P7",0,11,2,0,5,4
"31688","RPL10P15",5,1,3,3,3,14
"31692","HMGB3P27",0,0,0,0,0,0
"31714","ATP5MGP7",0,0,0,0,0,0
"31715","TYMSP2",0,0,0,0,0,1
"31717","LCN6",781,1099,589,2021,3130,19736
"31718","LOC100421620",0,0,0,0,0,0
"31720","C17orf113",152,108,49,48,215,175
"31723","HNRNPA3P16",0,0,0,0,0,0
"31724","ZNF861P",0,0,0,0,0,0
"31727","WHSC1L2P",13,7,3,4,2,4
"31728","PPIAP58",0,0,1,0,0,0
"31731","LOC101060119",0,0,0,0,0,0
"31732","ATF7-NPFF",0,0,0,0,0,0
"31734","LOC100422497",13,6,3,1,0,0
"31736","RPL23AP77",0,0,0,0,0,0
"31739","OR4G1P",0,0,0,0,0,0
"31745","SLC25A1P5",3,1,0,1,0,0
"31757","SEC24AP1",0,0,0,0,0,0
"31758","UPK3BL1",1371,1873,710,383,1646,3700
"31759","TAF5LP1",0,2,0,0,0,0
"31767","LOC124900424",0,0,0,0,0,0
"31778","LOC100422317",0,4,0,1,5,3
"31781","SMUG1P1",0,0,0,0,0,0
"31782","OR1AB1P",0,0,0,0,0,0
"31786","APOC4",0,0,0,0,0,0
"31790","LOC100533852",0,0,0,0,0,0
"31791","RNY4P13",0,0,0,0,0,0
"31799","ZNF285",203,138,106,0,88,0
"31800","ADAD1P2",0,0,0,0,0,0
"31801","HMGN1P31",0,0,0,0,0,0
"31802","HMGB3P28",5,6,0,0,0,2
"31804","RPSAP57",0,0,0,0,0,0
"31807","S1PR2",202,33,1153,159,135,73
"31808","MTCO2P2",3,4,2,0,15,25
"31809","HIKESHIP2",3,2,1,3,6,13
"31815","KRT8P5",0,0,0,0,0,0
"31816","RPL10AP13",0,0,0,0,0,0
"31832","CGB1",0,0,0,0,0,0
"31835","BNIP3P16",3,5,0,0,0,0
"31843","RPL17P45",0,0,0,0,0,0
"31845","FDX2",236,354,353,223,437,1799
"31848","EIF5AP2",0,3,0,0,0,0
"31849","ZNF224",702,462,84,44,502,26
"31852","LOC100421385",0,0,0,0,0,0
"31858","FRG2LP",0,0,0,0,0,0
"31861","EDDM13",0,0,2,10,3,2
"31873","RPS10P27",0,0,1,0,0,0
"31876","LOC100419624",0,0,0,0,0,0
"31880","SLC25A36P1",0,0,0,0,0,0
"31884","SMIM22",0,0,0,0,0,0
"31885","LIN37",355,303,69,89,339,1192
"31890","NDUFA7",1145,1466,1095,799,989,838
"31893","ZSCAN5DP",0,0,0,0,0,0
"31894","CCDC177",3,0,0,0,0,1
"31898","OR10B1P",0,0,0,0,0,0
"31899","MAGEA9B",1,6,0,0,0,0
"31901","SSX4",0,0,0,0,0,0
"31902","OR4G4P",0,0,0,0,0,0
"31904","ERFL",19,3,11,52,23,257
"31905","NBPF12",1069,900,733,1037,1502,273
"31907","BNIP3P40",0,0,0,0,0,0
"31908","SRP14P4",0,0,0,0,0,0
"31911","RPL22P5",0,0,0,0,0,0
"31915","GABRQ",0,0,0,0,0,0
"31917","CYP2G2P",0,0,0,0,0,0
"31918","SLC6A14",0,1,0,0,0,0
"31927","BNIP3P22",0,0,0,0,0,0
"31928","SMIM17",27,46,14,15,73,35
"31930","LOC100422190",0,0,0,0,0,0
"31931","OPN1MW",0,0,0,0,0,0
"31933","ARL14EPL",0,0,0,0,0,0
"31934","FKBP4P6",0,0,0,0,0,0
"31935","TCP11X1",0,0,0,0,0,0
"31936","IGFL1P2",0,0,0,0,0,0
"31945","BNIP3P25",0,0,0,0,0,0
"31946","BNIP3P23",4,0,0,0,0,2
"31952","MTCO3P42",0,0,0,0,0,0
"31956","MTDHP3",0,6,0,0,0,12
"31959","HAVCR1P1",0,0,0,0,0,0
"31960","SSX2B",0,0,0,0,0,0
"31964","BNIP3P38",0,0,0,0,0,0
"31966","NFILZ",0,0,2,0,0,0
"31967","RPL7AP69",0,0,0,0,0,0
"31970","VN1R83P",58,13,10,3,28,1
"31971","CYP2T3P",0,0,0,0,0,0
"31974","VN1R107P",0,0,0,0,0,0
"31978","VN1R106P",0,0,0,0,0,0
"31979","VN1R80P",4,0,0,0,0,0
"31980","MAGEA2",0,0,0,0,0,0
"31983","LOC646666",0,0,0,0,0,0
"31984","TEX13A",0,0,0,0,0,0
"31986","CTAG1A",0,0,0,0,0,5
"31987","LOC100133225",0,0,0,0,0,0
"31988","LOC101059948",17,0,0,0,0,7
"31992","LOC124903857",0,0,0,0,0,0
"31993","COX6CP7",0,0,0,0,0,0
"31995","ZNF723",0,0,0,0,0,0
"31996","BNIP3P26",0,0,0,0,0,0
"31998","BNIP3P33",0,0,0,0,0,0
"32001","MTCO3P39",0,0,0,0,0,0
"32002","HSFX2",3,0,0,0,0,0
"32004","LOC107985265",0,6,0,0,0,0
"32007","RPL7P50",5,0,1,4,2,20
"32008","VN1R87P",0,0,0,0,0,0
"32010","VN1R90P",0,0,0,0,0,0
"32012","H3Y2",0,0,0,0,0,0
"32014","BNIP3P32",0,0,0,0,0,0
"32015","OR7A1P",0,0,0,0,0,0
"32020","LOC100419847",0,0,0,0,0,0
"32027","CSAG2",0,0,0,0,0,0
"32029","VN1R92P",0,0,0,0,0,0
"32030","CSAG3",0,0,0,0,0,0
"32032","CT45A1",0,0,0,0,0,0
"32037","ERVV-2",0,0,0,0,0,0
"32040","SPANXN2",0,0,0,0,0,1
"32042","RPL22P6",0,0,0,0,2,0
"32043","FAM236B",0,0,0,0,0,0
"32055","BNIP3P18",0,0,0,0,0,0
"32056","CALR3",0,2,0,0,0,0
"32057","ZNF728",0,0,0,0,0,0
"32060","CT45A3",0,0,0,0,0,0
"32061","TPRG1LP1",0,0,1,0,0,0
"32062","LSP1P1",0,0,0,0,0,0
"32063","TRABD2B",0,0,0,0,5,0
"32067","CCNYL6",0,0,0,0,0,0
"32074","FBXO17",10,7,5,2,21,19
"32076","RPS27AP19",0,0,0,0,0,0
"32080","RPL23AP78",0,0,0,0,0,0
"32087","MAGIX",57,33,23,8,44,62
"32088","RAD54L2P1",0,0,0,0,0,0
"32089","VN1R93P",0,0,0,0,0,0
"32091","IKBKG",3625,3937,1319,968,2131,2944
"32092","ZNF587B",1156,1048,687,771,637,374
"32095","LOC732229",35,10,31,20,7,20
"32101","SPIB",102,166,67,997,1759,2609
"32102","NXF2",0,0,0,0,0,0
"32105","BNIP3P8",0,0,0,0,0,0
"32106","OPN1MW3",0,0,0,0,0,0
"32107","NXF2B",0,0,0,0,0,0
"32109","H3Y1",0,0,0,0,0,0
"32112","LOC100420250",0,0,0,0,0,0
"32115","DMRTC1",0,0,0,1,3,0
"32117","BNIP3P34",0,0,0,0,0,0
"32120","ERVV-1",0,0,0,0,0,0
"32126","TMEM185A",1902,1505,436,440,371,668
"32131","CT45A10",0,0,0,0,0,0
"32134","OSTCP3",0,0,0,0,0,0
"32135","MTDHP2",0,0,0,0,0,0
"32138","LOC100422633",0,0,0,0,0,0
"32139","BNIP3P39",0,0,0,0,0,0
"32142","FKBP4P2",0,0,0,0,0,0
"32144","ZIM2",0,0,0,0,0,0
"32147","NBPF9",2335,2546,1159,1300,1755,785
"32148","CCDC194",10,28,4,2,54,247
"32152","BNIP3P29",0,0,0,0,0,0
"32153","SLC25A53",615,313,77,136,152,77
"32157","LOC100422106",0,0,0,0,0,0
"32162","LOC100887072",0,0,0,0,0,0
"32169","RNF225",0,0,0,1,1,0
"32170","EGLN2",4740,3762,3506,2442,5121,7885
"32172","ARHGAP19-SLIT1",33,127,69,102,0,3
"32173","LOC100129534",108,49,145,45,185,508
"32174","COMMD3-BMI1",491,811,507,322,60,0
"32175","MAP2K4P1",17,3,7,7,8,6
"32177","FMC1-LUC7L2",3014,3072,2353,1943,2108,777
"32178","MEI4",5,0,0,0,0,0
"32180","ZNF559-ZNF177",132,164,36,48,61,131
"32181","BMS1P7",0,0,0,0,0,1
"32182","TSPY6P",0,0,0,0,0,0
"32185","TSNAX-DISC1",23,0,15,13,0,4
"32189","NCBP2AS2",716,1012,540,704,864,1510
"32190","BIVM-ERCC5",0,0,0,0,0,0
"32194","GTF3C6P3",0,0,0,0,0,0
"32200","DUXAP11",0,0,0,0,0,0
"32201","MTCO2P22",0,0,1,0,0,0
"32202","LOC100419811",0,0,0,0,0,0
"32204","MTND6P22",0,0,0,0,0,0
"32205","NBPF8",1731,1356,775,524,1468,780
"32206","MTCYBP22",0,0,0,0,0,0
"32209","LOC100420336",0,0,0,0,0,0
"32220","NDUFB8P2",0,0,0,0,0,0
"32221","CORO1CP1",0,0,0,0,0,0
"32223","BNIP3P10",1,0,0,0,1,0
"32226","H4C15",276,219,214,186,423,604
"32233","LOC100419046",0,0,0,0,0,0
"32241","LOC100422449",0,0,0,0,0,0
