"","id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SGO1","SGO1",870.448762201067,0.641344224486603,0.537193719634741,1.19387885793355,0.232525358796874,0.572357775562321
"ALPK3","ALPK3",35.4267384594378,-1.320694251253,1.10657842447119,-1.19349358531379,0.232676122908264,0.572597217409878
"PLXDC2","PLXDC2",71.4512440942173,1.03310834728536,0.865911523437549,1.19308765309424,0.232835046510564,0.572856624430151
"NUP42","NUP42",707.897230409241,-0.555131097286152,0.465572578935212,-1.19236209863511,0.233119294902571,0.573424184727026
"CLPX","CLPX",2572.56890256754,0.663985707681523,0.556932775836092,1.19221876766854,0.233175476362999,0.573430616693292
"SEC61B","SEC61B",1687.20986709934,-0.575638044550514,0.483126060370266,-1.1914862222695,0.233462762234814,0.573610022888154
"GALNT10","GALNT10",80.5899931099161,-1.05460442446889,0.884961257654819,-1.19169558593291,0.23338062947477,0.573610022888154
"PMPCA","PMPCA",2938.26117399734,-0.5264628857684,0.441829938428734,-1.19155095655275,0.233437364974303,0.573610022888154
"ZNF597","ZNF597",270.097464091285,0.779879285327094,0.654398659641564,1.19174951512624,0.233359476526792,0.573610022888154
"DNAAF4","DNAAF4",42.0087028512991,-1.22283591734142,1.02646271713966,-1.19131060185894,0.233531673417462,0.5736476741473
"KIZ","KIZ",843.039352870207,-0.561203297543848,0.471180898549656,-1.19105697890405,0.233631217239716,0.573760536946813
"CTTN","CTTN",194.164618341481,1.11974096877441,0.940791637669297,1.19021143889888,0.233963298345199,0.57379553590995
"SNAP23","SNAP23",2013.11773192738,0.544432674750772,0.45717434669671,1.19086444522652,0.233706804369353,0.57379553590995
"TRIM25","TRIM25",6795.964423696,0.516480868593214,0.433893912651732,1.19033905185891,0.233913157647828,0.57379553590995
"CAPNS1","CAPNS1",10534.7477245991,-0.525136073528349,0.441266553131298,-1.19006543732331,0.234020673496762,0.57379553590995
"VPS36","VPS36",2653.52160873035,0.654310852331929,0.549605099802092,1.1905108823909,0.233845655355434,0.57379553590995
"PELI2","PELI2",1157.31398871118,1.10196078870219,0.925657418312754,1.19046287201025,0.233864514471279,0.57379553590995
"IQCC","IQCC",98.9741130575096,-1.06349396148481,0.893606784798487,-1.19011401835387,0.234001581198828,0.57379553590995
"NMD3","NMD3",1605.847305237,0.656991153596513,0.552418148009085,1.18930045286222,0.234321457203412,0.574401465391006
"H6PD","H6PD",2651.29559484935,0.607585609964479,0.511134483000701,1.18870009786377,0.234557702101442,0.574837228473839
"BORCS7","BORCS7",355.837551247395,1.19613008319507,1.006355707291,1.18857584304353,0.234606618514919,0.574837228473839
"NUDCD2","NUDCD2",907.465598885726,0.520296210631895,0.43799780024759,1.18789685778738,0.23487404782133,0.575360796779711
"ICE1","ICE1",3328.86999062763,0.660209492438172,0.556097574952512,1.18721879428183,0.235141329428123,0.575883763790451
"PDE8A","PDE8A",846.198581108996,0.646709039683655,0.544901747051417,1.18683605472572,0.235292294174871,0.576121685531105
"FCGRT","FCGRT",1432.00416588135,-0.876488698715187,0.738767807487852,-1.18641972461638,0.235456585997637,0.576128629281075
"FGGY","FGGY",125.661651290882,-0.779296515122259,0.656822147017887,-1.18646504028592,0.235438699631355,0.576128629281075
"ACADSB","ACADSB",867.626596868822,0.800962735251219,0.675102638455162,1.18643105451945,0.235452113926852,0.576128629281075
"ANKRD27","ANKRD27",2327.6888442998,0.619035519920273,0.521993892420405,1.18590567611797,0.235659551351094,0.5764759660423
"AKNA","AKNA",16282.0172210493,-0.616359069884224,0.519788819392883,-1.18578747154303,0.235706240389271,0.5764759660423
"MRPL43","MRPL43",1310.64740425461,-0.531041908718158,0.44797822000366,-1.18541903379548,0.235851809778654,0.576700233823777
"KANSL3","KANSL3",2543.24374573852,0.457801677402356,0.386442733349785,1.1846559344874,0.236153511820916,0.576858287621529
"PSMC3IP","PSMC3IP",886.745928712764,-0.692088008626312,0.584211264753652,-1.18465365250728,0.236154414443021,0.576858287621529
"COQ10A","COQ10A",864.61359138499,-0.659407136017668,0.556654601803581,-1.18458939148471,0.236179833466227,0.576858287621529
"PGAP2","PGAP2",687.225336492221,-0.543597959122775,0.458950160630309,-1.18443788836725,0.236239769540662,0.576858287621529
"CMTM7","CMTM7",2634.6762865897,-0.809674512388938,0.683571912555163,-1.18447598199641,0.236224698326372,0.576858287621529
"SEC22B","SEC22B",2949.39386706334,0.567167894957725,0.478644728316307,1.1849454541217,0.236039014042277,0.576858287621529
"HAUS6","HAUS6",1243.12593711866,0.755099190871253,0.637699384618008,1.18409897999756,0.236373883859532,0.57705414520326
"TSC22D1","TSC22D1",2179.75829527924,-0.780659542417443,0.659528203119685,-1.18366362306386,0.236546244221763,0.577109822501228
"ZC3H12A","ZC3H12A",379.143677690146,-0.653313915982289,0.551839877674922,-1.18388311974645,0.2364593330946,0.577109822501228
"DHRS13","DHRS13",1049.03512023638,-0.754669644468981,0.637587601011997,-1.18363287377475,0.23655842140452,0.577109822501228
"RAB15","RAB15",1530.23285156699,-0.950579170399287,0.803416327231109,-1.18317133742522,0.236741250021332,0.577362556453511
"RPL37","RPL37",24458.7712898819,-0.69024127249723,0.58341798120302,-1.18309907259618,0.236769885364868,0.577362556453511
"NBN","NBN",2551.15414253473,0.830838056198415,0.702340685007154,1.18295589866042,0.236826626070011,0.577369399243788
"CASP7","CASP7",1516.79046209486,-0.46344946559656,0.391834612175506,-1.18276806386103,0.236901080723681,0.577419414650957
"HSF2","HSF2",658.36429317784,0.596385147799082,0.504954096209741,1.18106804613654,0.237575692586165,0.577783657130338
"CUTA","CUTA",2166.98424660344,-0.713740321388822,0.603888208738373,-1.18190802711639,0.237242196570854,0.577783657130338
"ALG2","ALG2",542.781916145973,0.550733435025986,0.46627638054561,1.1811308871823,0.237550731473334,0.577783657130338
"DLST","DLST",4744.32396086981,-0.506010753151268,0.428185195774196,-1.18175676820483,0.237302226169672,0.577783657130338
"ZCCHC9","ZCCHC9",768.445226072586,0.474239621287931,0.401443777781855,1.18133508983077,0.237469632862079,0.577783657130338
"SEPTIN11","SEPTIN11",433.459680593848,0.953416020780703,0.807266779600074,1.18104206053547,0.237586014876919,0.577783657130338
"FBLN7","FBLN7",135.270912106716,1.19686763295683,1.01324899547886,1.18121768518624,0.237516257455787,0.577783657130338
"ZNF691","ZNF691",542.895835540814,-0.760573561170514,0.643990978245833,-1.18103139153011,0.237590253030149,0.577783657130338
"NUDT2","NUDT2",255.427567647701,-0.936961963425269,0.792676304094136,-1.1820234294704,0.237196404456132,0.577783657130338
"DCUN1D3","DCUN1D3",319.43304085866,0.525688720548695,0.444887687326311,1.18162119457156,0.237356039926359,0.577783657130338
"ATF6","ATF6",2015.07555108514,0.634867436980034,0.5376341401159,1.18085402248297,0.237660718893397,0.577823755565255
"HSD17B14","HSD17B14",78.6468858890287,-1.14400492738651,0.969187924048546,-1.18037472300285,0.237851210688644,0.577830571746984
"DICER1","DICER1",3417.47031985525,0.847092559388942,0.717903361167657,1.17995346617567,0.238018723141459,0.577830571746984
"FRK","FRK",82.0497197421201,-1.11226324902684,0.942556758972486,-1.18004909353083,0.237980689690601,0.577830571746984
"PPARD","PPARD",1535.51716262085,-0.667750405690868,0.565957645376507,-1.17985932542115,0.238056169525347,0.577830571746984
"ACTR3","ACTR3",9394.12180059708,0.622708161512869,0.527690579896306,1.18006306202251,0.237975134422567,0.577830571746984
"RPS15","RPS15",23765.1605054702,-0.674794470863663,0.571636614584598,-1.18046054722025,0.237817092966114,0.577830571746984
"NUP43","NUP43",2001.34190803825,0.464975325716514,0.394249646215255,1.17939313371671,0.238241667982096,0.577830571746984
"KLRG1","KLRG1",62.7825605668931,-0.889452980623892,0.754036863639046,-1.17958819192382,0.23816404158422,0.577830571746984
"POLR2J3-UPK3BL2","POLR2J3-UPK3BL2",1711.62267683916,-0.709951369418342,0.601913720417393,-1.179490258049,0.238203013635685,0.577830571746984
"SDHAF1","SDHAF1",635.404699408348,-0.718534519817756,0.609261145844574,-1.179353918625,0.238257276384044,0.577830571746984
"NUDT18","NUDT18",349.365574959837,-0.879530311270903,0.745247590448235,-1.18018538072951,0.237926492194222,0.577830571746984
"AKR1A1","AKR1A1",6833.95411676074,-0.59240275742494,0.502463557050933,-1.1789964647424,0.238399583560711,0.577913845565538
"ZNF517","ZNF517",244.366730742308,-0.617231144616894,0.523505679634306,-1.1790342848774,0.238384524021074,0.577913845565538
"ADISSP","ADISSP",1472.59425496473,-0.671033131035235,0.569265759533478,-1.17876952863836,0.23848996099234,0.578002044922572
"PRNP","PRNP",3566.90716559677,0.689917612242622,0.585510639163913,1.17831780687674,0.238669931408173,0.578307291924964
"FMNL3","FMNL3",1825.88828894617,-0.69079274414354,0.58635811753767,-1.17810724109087,0.238753855640736,0.57837972949402
"RFX2","RFX2",179.25919074161,-0.787642586117548,0.668814794636869,-1.17766920294459,0.238928509194196,0.578381566360096
"ZNF593","ZNF593",719.542536369562,-0.781254714228923,0.663506570089687,-1.17746341852096,0.239010590194929,0.578381566360096
"INTS7","INTS7",2010.54001552016,0.474161060619185,0.402730430987662,1.17736586097143,0.239049509814632,0.578381566360096
"CD96","CD96",1681.85680337628,1.43372825897478,1.21773091894822,1.1773769037688,0.239045104175443,0.578381566360096
"LYSMD4","LYSMD4",1409.56224526196,-0.978058722485319,0.830697253511206,-1.17739491535724,0.23903791838727,0.578381566360096
"ADA","ADA",6869.56038027464,-0.54437311407132,0.462394115864789,-1.17729247711816,0.23907878852344,0.578381566360096
"VPS50","VPS50",533.613067928656,0.491935260475216,0.418228998993526,1.17623422014988,0.239501293463876,0.578488570968138
"UBR4","UBR4",9891.84535734265,-0.548593466704137,0.466289303476017,-1.17650879532207,0.239391619855183,0.578488570968138
"ATP5MC2","ATP5MC2",10507.7235700197,-0.607090537330916,0.516120901734014,-1.17625644551746,0.239492414663758,0.578488570968138
"LMTK3","LMTK3",86.9357054707106,-1.21270659659587,1.03091187201123,-1.17634361337791,0.239457594262502,0.578488570968138
"FRS2","FRS2",559.767992420451,0.766018198302113,0.65095406686933,1.17676228982817,0.239290397948871,0.578488570968138
"KCTD2","KCTD2",1687.55546951362,-0.599844987307584,0.509748431480039,-1.1767470977124,0.239296463403121,0.578488570968138
"TSGA13","TSGA13",37.6677936824236,-1.23304400641875,1.04757845110461,-1.17704216339939,0.239178677786668,0.578488570968138
"CCDC78","CCDC78",248.185281661813,-1.16689666373948,0.992248337971666,-1.17601271686162,0.239589794377586,0.578571790844137
"SASH3","SASH3",12294.9721849982,-0.476014455941635,0.404855607659047,-1.1757635239241,0.239689386160306,0.57868174985252
"PPM1B","PPM1B",2699.12145517757,0.77624180807792,0.660351165268573,1.17549850580216,0.239795334616685,0.578807002721897
"SNRPD3","SNRPD3",7019.22369890875,0.529558016899234,0.450670755468565,1.17504411030321,0.239977068836442,0.579018368315633
"RSBN1L","RSBN1L",495.32266483025,0.778823271370481,0.662823188089523,1.1750090904564,0.239991078955298,0.579018368315633
"UNC45A","UNC45A",5839.67010880047,-0.612218149147278,0.521147986053557,-1.17474914137798,0.240095092792419,0.579138794128626
"RPL22","RPL22",21314.251870621,0.49282685429175,0.419710596165584,1.17420636694462,0.240312376407028,0.57953232472116
"SLC39A9","SLC39A9",714.484657071088,-0.79489729102059,0.677427743043319,-1.17340528076034,0.240633320562831,0.580137490503227
"TAF5","TAF5",662.719306507191,0.59690874158579,0.508753005651284,1.17327806412004,0.240684315929032,0.580137490503227
"EMC10","EMC10",3539.01815947653,-0.94406752334365,0.804712041903819,-1.173174345832,0.240725897507271,0.580137490503227
"KHSRP","KHSRP",15337.3003337636,0.605732139255866,0.516434686669911,1.17291141530745,0.240831331350802,0.580260950283668
"STAU1","STAU1",3209.73071826441,0.627433128908477,0.535030867522868,1.17270454284894,0.240914309045331,0.580330260650375
"CCDC77","CCDC77",605.634708769428,0.627910882986679,0.535693016140971,1.17214685289352,0.241138101888392,0.580608047844183
"SIRT7","SIRT7",1319.96467346839,-0.832724330820652,0.710420762364314,-1.17215652319803,0.241134220089584,0.580608047844183
"BNIP1","BNIP1",464.003982286987,-0.647231910020878,0.552442079478457,-1.17158329183017,0.241364399380498,0.581022238670617
"DOHH","DOHH",940.644746105514,-0.651511917499054,0.556305015540385,-1.171141548789,0.241541885436615,0.581318768794731
"ZNF44","ZNF44",320.290734478472,0.597624532533604,0.510461759331248,1.17075279706857,0.241698156314447,0.581564118531389
"STPG1","STPG1",231.989366829762,-0.685238752182736,0.585787373278277,-1.16977385215372,0.24209198890103,0.581753509674693
"BFAR","BFAR",1020.38077315729,0.821999418457174,0.702715760076901,1.16974666736835,0.242102931863686,0.581753509674693
"PDHX","PDHX",898.888695535068,0.653074228663725,0.558260507742951,1.16983777216144,0.242066259914147,0.581753509674693
"PCNT","PCNT",1424.87370095603,-0.501637341142774,0.428812602644854,-1.16982882044219,0.242069863031079,0.581753509674693
"SPACA6","SPACA6",50.7891244118203,-1.26787917758608,1.08360399604346,-1.17005767994163,0.241977757654469,0.581753509674693
"TECPR1","TECPR1",2411.33382992053,-0.546621678103288,0.467273869097943,-1.1698100712512,0.242077409807316,0.581753509674693
"USP36","USP36",3253.50898036996,0.482780799066198,0.412862908278612,1.16934892766003,0.242263077786403,0.581820766874516
"IPPK","IPPK",457.781999570236,-0.536103175763841,0.458642193328548,-1.16889196755564,0.242447160176232,0.581820766874516
"HMBOX1","HMBOX1",570.683918409796,-0.845047769825856,0.722848908667277,-1.16905173362422,0.242382788628634,0.581820766874516
"CCDC126","CCDC126",99.2731545035809,0.699757146512238,0.598628172084829,1.16893453924029,0.242430006390303,0.581820766874516
"IRS2","IRS2",1523.68357229654,0.899543946026552,0.769585906424734,1.1688674890183,0.242457023916601,0.581820766874516
"ADH5","ADH5",1295.53992791701,-0.639331289129287,0.546935536797236,-1.16893353259345,0.242430411997578,0.581820766874516
"MLEC","MLEC",8927.38298826373,0.45759863119075,0.391601286980029,1.16853199007512,0.242592243217953,0.581831153386342
"SOX13","SOX13",85.1406878291453,-1.13356554763374,0.970142843332563,-1.16845220827461,0.242624406232287,0.581831153386342
"SERPINI1","SERPINI1",91.4990698529489,-1.23249668129642,1.05466148783105,-1.16861826805783,0.242557464725182,0.581831153386342
"MYO1C","MYO1C",230.455707247173,-0.816546293671307,0.699012889788726,-1.16814196933923,0.24274950359863,0.5820007695461
"HECTD1","HECTD1",4361.81280601473,0.690524789981724,0.591224512892069,1.16795696884067,0.242824122764304,0.582049313522586
"ACBD3","ACBD3",1492.71948397521,0.753329087547725,0.645157053489026,1.16766775388055,0.242940808699525,0.582161805479924
"FAM114A1","FAM114A1",86.8556518079268,-0.797699424495965,0.683212724120472,-1.16757108925756,0.242979817551079,0.582161805479924
"COMMD3","COMMD3",1326.57962339547,-0.600283306590093,0.514272009337984,-1.16724864602845,0.243109970831541,0.582343306724469
"C1orf35","C1orf35",1506.66175190906,-0.609410830770692,0.522191062681653,-1.16702654319883,0.243199650495967,0.58242779833542
"MAP4K4","MAP4K4",12135.6680570843,0.540251644676672,0.463300350813396,1.16609375263407,0.243576542268855,0.582939164987277
"PIF1","PIF1",717.589899867069,-0.723951381646672,0.620806329507239,-1.16614690804023,0.243555053935572,0.582939164987277
"ZNF524","ZNF524",718.950060512638,-0.669740935615983,0.57422698909493,-1.16633482635777,0.243479097713042,0.582939164987277
"CFLAR","CFLAR",2896.66895158631,-0.563775496859219,0.483693725006328,-1.1655629744873,0.243791184992664,0.583020526850029
"STX16","STX16",5252.22744225813,-0.785678128421234,0.674096882493724,-1.1655270167023,0.24380573085664,0.583020526850029
"PGM2","PGM2",1916.43789266763,0.691377383632089,0.593110412525276,1.16568073841163,0.24374355067453,0.583020526850029
"C15orf61","C15orf61",284.252575360997,-0.507448140863745,0.435401770412559,-1.16547100941487,0.243828388482726,0.583020526850029
"RNASEH2A","RNASEH2A",2508.06763546295,-0.638188595148877,0.547777256446587,-1.16505128250265,0.243998235166782,0.583035961486697
"NCAPH","NCAPH",3655.01694116675,0.545994909091533,0.46861686086072,1.16512006863921,0.24397039447864,0.583035961486697
"FOXJ3","FOXJ3",3248.89943404809,0.632798423520268,0.543048054889912,1.16527150373193,0.243909110089949,0.583035961486697
"ITCH","ITCH",2322.64812136769,0.609131518001536,0.52331738614964,1.16398104500843,0.24443169345757,0.583723816455554
"TNKS2","TNKS2",3443.71031668831,0.836480805208045,0.718604116307854,1.16403564386165,0.244409567226879,0.583723816455554
"JOSD2","JOSD2",262.584828253088,-0.880577697420837,0.756654363479973,-1.1637779941834,0.244513992312745,0.583723816455554
"ASMTL","ASMTL",1893.40363747871,-0.547619376372789,0.470537009208079,-1.16381786268936,0.244497831610205,0.583723816455554
"ZNF559","ZNF559",415.931419569307,-0.512405804669669,0.440336914321937,-1.16366760996795,0.244558740476708,0.583723816455554
