"","id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SNX14","SNX14",1717.45748846247,0.546178832548116,0.441050574877566,1.23835873629625,0.215583073724883,0.559679978339731
"JMY","JMY",1049.15361266257,1.05110357098914,0.848840044143422,1.23828226323821,0.215611418091831,0.559679978339731
"GHDC","GHDC",941.791491725023,-1.03913761592361,0.838876651824826,-1.23872516139668,0.215447297285267,0.559679978339731
"MADD","MADD",5325.74748921076,-0.485196434202865,0.391946223128256,-1.23791583021351,0.215747271957004,0.559896859709024
"GMFG","GMFG",5393.56006894236,-0.584538137027938,0.47229264734158,-1.23766088741411,0.215841827540064,0.560006486625396
"MAPK1IP1L","MAPK1IP1L",4344.38222789973,0.618095760090044,0.499501499034015,1.23742523553058,0.21592925486537,0.560097570470994
"BCL7C","BCL7C",1836.23723915353,-0.743844782200442,0.601464172239159,-1.23672334368849,0.216189809242371,0.560501794124383
"XIAP","XIAP",2402.32003928713,0.737971515417682,0.596685613579945,1.23678449525549,0.216167099727226,0.560501794124383
"SETD7","SETD7",3045.53983835189,0.873036853398605,0.706353176357855,1.23597781197816,0.216466811305116,0.560812491534674
"TAOK2","TAOK2",5048.2832088353,-0.543907767216534,0.439974664295286,-1.23622519966626,0.216374866185247,0.560812491534674
"NCK1","NCK1",825.36196359522,0.702095375000661,0.56800278545778,1.23607734499895,0.21642981507508,0.560812491534674
"IK","IK",7429.70100934012,0.523411166550027,0.423777183586099,1.23510936129407,0.216789805867346,0.561359116140399
"PREPL","PREPL",1341.19793754347,0.77149504845508,0.62455865027668,1.23526437126971,0.216732129078222,0.561359116140399
"ANAPC1","ANAPC1",4099.74885565738,0.622741492561484,0.504249185969387,1.23498760114863,0.216835118658622,0.561359116140399
"TRAPPC8","TRAPPC8",2837.13777371508,0.825590149310487,0.668583760136361,1.23483428485027,0.216892184700485,0.561371092170864
"CNIH1","CNIH1",1659.42496745446,0.585280629052277,0.474254947107994,1.23410547980852,0.217163601861692,0.561801923134222
"MCRS1","MCRS1",2781.8089094237,-0.48877527517341,0.396051161386723,-1.23412155505876,0.217157612580539,0.561801923134222
"LRRC40","LRRC40",744.645112434563,0.909535892016222,0.737163724115747,1.23383159298464,0.21726566426712,0.561930160903483
"SLC25A46","SLC25A46",1763.08032288197,0.827438199848068,0.670795662665633,1.23351751643707,0.217382745610326,0.562097171922352
"ZFYVE16","ZFYVE16",1111.54597867523,0.63683090589057,0.516428922991048,1.23314337663773,0.217522276523677,0.562228572438729
"ZNF780B","ZNF780B",303.453098096525,0.820053044418726,0.66548955482901,1.23225532011457,0.21785372428546,0.562228572438729
"ITPR1","ITPR1",798.984637114105,-1.10375830115135,0.895564510388558,-1.23247213165299,0.217772770619845,0.562228572438729
"ANKRD50","ANKRD50",723.071431265642,1.06289392939661,0.862306570742805,1.23261722160022,0.217718608631859,0.562228572438729
"ZIK1","ZIK1",892.886803528769,0.651567362105899,0.528586401681356,1.23266009120431,0.217702607288732,0.562228572438729
"ZNF572","ZNF572",86.1445425617204,0.931367228022678,0.755756797431476,1.23236367994047,0.217813261903329,0.562228572438729
"MORF4L1","MORF4L1",8885.21643193461,0.584089896799994,0.473811067688457,1.23274852917545,0.217669599943994,0.562228572438729
"NOL7","NOL7",2783.52595599891,0.573050028191483,0.464907332031357,1.23261129414245,0.217720821158432,0.562228572438729
"FCHSD2","FCHSD2",2673.09726153579,0.810931912423341,0.658297023579195,1.23186325226607,0.218000170542653,0.562470914837093
"CCDC121","CCDC121",82.4384904868843,0.951367816596551,0.772466094477178,1.2315981547908,0.218099230567244,0.562590906800566
"WIZ","WIZ",2497.11639206342,-0.595273910525507,0.483840237089355,-1.23031088548258,0.218580709562156,0.562601072443122
"SIRT2","SIRT2",1477.5439866899,-0.519944343659804,0.422808499482204,-1.2297395731083,0.218794642747307,0.562601072443122
"WAC","WAC",7984.49073563447,0.731327369538102,0.594272686420469,1.23062591677091,0.218462807491723,0.562601072443122
"PITPNM1","PITPNM1",2388.02511171211,-0.812903745867042,0.661056850091567,-1.2297032331704,0.218808255657708,0.562601072443122
"TMEM14B","TMEM14B",1291.47977369795,0.677555029720561,0.550442544491114,1.23092779891671,0.218349869433858,0.562601072443122
"OLA1","OLA1",3986.05939793243,0.655506484349981,0.532579181552552,1.2308150732424,0.2183920366735,0.562601072443122
"COPS6","COPS6",3450.51898320508,-0.619846282814277,0.503624056253789,-1.23077179320028,0.218408227972796,0.562601072443122
"GSPT2","GSPT2",534.031993883614,0.614050022480108,0.499374630391009,1.22963800143253,0.218832692938355,0.562601072443122
"GPAA1","GPAA1",3624.52879389589,-0.720936113414357,0.586212316232457,-1.2298208233627,0.218764208670388,0.562601072443122
"SMURF1","SMURF1",1539.79222855705,0.502606237834688,0.408441022994464,1.23054788706055,0.218492006251708,0.562601072443122
"DCAF12","DCAF12",2743.85455473771,0.813870564185801,0.661275213574339,1.2307592171596,0.218412932899778,0.562601072443122
"GP1BB","GP1BB",115.166452917427,1.35715786213781,1.10251867727718,1.23096133435987,0.218337325975683,0.562601072443122
"MSANTD7","MSANTD7",1281.4989690177,0.701432375358887,0.570124479499241,1.23031443234112,0.218579381877823,0.562601072443122
"C8orf44","C8orf44",148.739566320163,-0.759019267779304,0.617278875470113,-1.22962132342735,0.21883894121001,0.562601072443122
"MAZ","MAZ",9193.35326898498,-0.656438230567895,0.534317601009303,-1.22855438287624,0.219238927683404,0.562613341988464
"AVL9","AVL9",1072.68570792291,0.803120116374318,0.653349904473702,1.22923430595932,0.218983969975265,0.562613341988464
"GOLPH3","GOLPH3",2679.96322320377,0.67612718398297,0.550288869862709,1.22867682959253,0.219192996858415,0.562613341988464
"WDR24","WDR24",1343.07068235802,-0.569508325954175,0.463650315398164,-1.22831432879562,0.219328994103492,0.562613341988464
"ARGLU1","ARGLU1",11827.3610574284,-0.771581436836451,0.628217753668488,-1.22820699085753,0.219369275054633,0.562613341988464
"CREB3L4","CREB3L4",1288.27211532304,-0.743627315066331,0.605107870447891,-1.22891694420684,0.219102947844339,0.562613341988464
"MPZ","MPZ",225.854992037778,0.77232015243654,0.628369817972604,1.22908537352794,0.219039798470952,0.562613341988464
"ZNF284","ZNF284",183.11443260192,0.778096478267906,0.633513660495911,1.22822367817423,0.219363012418869,0.562613341988464
"SDHD","SDHD",1672.95111801647,0.571270534744192,0.464865498550012,1.2288942425843,0.21911146038602,0.562613341988464
"NBPF15","NBPF15",832.428491190273,-0.669850534979805,0.545296553027714,-1.22841512798956,0.219291171796768,0.562613341988464
"HIPK3","HIPK3",3381.67236004259,1.03986818962458,0.846875857955265,1.22788739324236,0.219489242623704,0.562651422961386
"OSBPL1A","OSBPL1A",1008.05262702277,0.783034698736263,0.637703106150228,1.22789851763996,0.21948506606024,0.562651422961386
"GNL3L","GNL3L",3689.62431284211,0.889991945834261,0.72496672740771,1.22763143767527,0.219585354791215,0.562763041187445
"ATPAF2","ATPAF2",893.222823305325,-0.651497985729761,0.530905810090166,-1.22714420024734,0.219768397546185,0.56309734220486
"HACL1","HACL1",840.245429831878,0.911268230200612,0.742758718723233,1.22686978588018,0.219871536260317,0.563226799633092
"SOCS5","SOCS5",587.264288542216,0.700685763323801,0.571268852197132,1.22654291517719,0.219994436025186,0.563406803265459
"KIF20A","KIF20A",2072.49127354065,0.671377849221041,0.54747826293283,1.22630959926059,0.220082190369308,0.563496734729358
"TMED2","TMED2",6233.31956759234,0.696822636956355,0.568436763849012,1.22585779328911,0.22025219418083,0.5635658518732
"GNPNAT1","GNPNAT1",997.92868528096,0.675116665578335,0.550810661012374,1.22567828360019,0.220319765538472,0.5635658518732
"TUBGCP2","TUBGCP2",1888.0380060509,-0.710468569942666,0.579522734123216,-1.22595461421814,0.220215754846045,0.5635658518732
"ATG13","ATG13",3121.7900035538,-0.506918143971845,0.413553288027792,-1.22576257678739,0.220288033894784,0.5635658518732
"CLASP1","CLASP1",3073.38603130969,0.521230352463682,0.425309123790768,1.22553296721681,0.220374476681101,0.563571135420732
"XRN2","XRN2",5520.53010767273,0.60620780326022,0.495184360692756,1.22420627826804,0.220874421381304,0.564396839927777
"SLC39A11","SLC39A11",643.261373644955,0.572175688727815,0.46741044386785,1.22413971753182,0.220899525294558,0.564396839927777
"RASSF3","RASSF3",1909.91424065893,0.686237737075082,0.560598342505276,1.22411660014607,0.220908244679812,0.564396839927777
"GUSB","GUSB",5019.8879882177,-0.568783939023448,0.46452507442577,-1.22444184466589,0.220785592062465,0.564396839927777
"C6orf62","C6orf62",3424.49999180363,0.536149363106918,0.438241093759437,1.22341188615512,0.221174166200475,0.564818605112113
"TMEM106C","TMEM106C",2510.35087084206,-0.829878050194057,0.678337750594825,-1.22339947830759,0.221178850315738,0.564818605112113
"SMIM8","SMIM8",271.056086031236,-0.527004163847439,0.430957836674908,-1.22286710902761,0.221379893254318,0.565014961916366
"RASGEF1B","RASGEF1B",199.87132809604,-0.808932313696218,0.661629224694481,-1.22263691430764,0.221466864100988,0.565014961916366
"RALB","RALB",234.664273325802,1.2130470401457,0.9919928982611,1.22283843188,0.22139072655464,0.565014961916366
"CCSAP","CCSAP",1069.52779497845,0.707324295801681,0.578465097344066,1.22276054173234,0.221420152854446,0.565014961916366
"RABEP1","RABEP1",2338.29765117029,0.750901854779239,0.614320450227786,1.2223292493369,0.221583142538723,0.565043552001053
"PHF23","PHF23",1355.48375975935,0.564304450380416,0.461927440091424,1.2216300687154,0.22184755245777,0.565043552001053
"PAN2","PAN2",4752.47095356234,-0.826500382971828,0.676510773043724,-1.2217106007836,0.221817086043301,0.565043552001053
"RGS5","RGS5",133.026726190853,0.802051354023447,0.656370832995413,1.22194849878263,0.22172710338822,0.565043552001053
"CAMKMT","CAMKMT",123.290158871049,0.719875726421185,0.589076564170101,1.22204102184129,0.221692114485478,0.565043552001053
"CYBC1","CYBC1",6470.69466181767,-0.766801489216605,0.627669836062775,-1.2216637556244,0.221834807861454,0.565043552001053
"TRAPPC2","TRAPPC2",1363.38897877012,0.775781539659342,0.634752386494765,1.22217979193961,0.221639644026802,0.565043552001053
"ACTR8","ACTR8",1329.35499134726,0.643158420632532,0.526622216502675,1.22128995032488,0.221976257093898,0.565054109684974
"UQCRQ","UQCRQ",1925.63854206972,-0.511539091706342,0.418804687715326,-1.22142637537536,0.221924625893437,0.565054109684974
"COA3","COA3",917.401965373887,-0.693392734252541,0.567795899841744,-1.22120067166002,0.22201005000794,0.565054109684974
"FANCB","FANCB",159.699106897927,-1.20325362842655,0.985655116635123,-1.22076536520632,0.222174870863449,0.565070561319368
"TRAF3IP1","TRAF3IP1",910.550717125344,0.888491395123771,0.72781388569483,1.22076730409663,0.222174136543737,0.565070561319368
"TSTD3","TSTD3",33.3664966946268,-1.1171370772287,0.914945270019058,-1.22098787089792,0.222090612193475,0.565070561319368
"RALA","RALA",1237.37255357877,0.596900241314139,0.489380460914217,1.21970591183609,0.222576379694824,0.565275489997951
"SIL1","SIL1",734.476780997715,-0.672083911160682,0.550740075700657,-1.22032868282856,0.222340300713602,0.565275489997951
"TRIM44","TRIM44",7072.95503961994,0.593677754177648,0.486789689154797,1.21957750421633,0.222625078545667,0.565275489997951
"FUT4","FUT4",1447.22693897725,0.561697653006477,0.460547932179828,1.21962908474672,0.222605515608156,0.565275489997951
"NPIPB9","NPIPB9",86.529920572118,-1.02321588600577,0.838591365730617,-1.22016029239021,0.222404116185293,0.565275489997951
"KRBOX5","KRBOX5",630.924866436567,0.541869379441365,0.444290272090531,1.21962917822101,0.222605480157296,0.565275489997951
"C2orf81","C2orf81",29.7046185937158,1.03404738719737,0.847591024112069,1.21998388111841,0.222470985403193,0.565275489997951
"BRCA2","BRCA2",1998.39097383942,0.779390601812709,0.639244338116077,1.21923739537476,0.222754102370252,0.565468974596525
"SAR1A","SAR1A",2877.49850953397,0.481208709236381,0.394797609895379,1.21887442369244,0.222891858482053,0.565489764558169
"DUSP18","DUSP18",269.855438438107,-0.693377204642185,0.568800056473229,-1.2190174680034,0.222837562594553,0.565489764558169
"ZNF791","ZNF791",914.153248791506,0.608306108364394,0.499103191317914,1.21879827447731,0.222920766598363,0.565489764558169
"PRIM2","PRIM2",757.986709943316,0.514898143670826,0.422705342632303,1.21810181168852,0.223185285515523,0.566026648055834
"CMTR2","CMTR2",952.160392969273,0.76877254399491,0.631205100651091,1.21794412497921,0.223245206626753,0.566044513723209
"IPO13","IPO13",2511.04199483183,-0.633705704475549,0.520505119993893,-1.21748217286121,0.223420815153912,0.566288803504178
"SNRNP48","SNRNP48",1269.34361288798,0.542716706494433,0.445795288493583,1.21741238748477,0.22344735226545,0.566288803504178
"MTMR9","MTMR9",489.998575967986,0.768526054816201,0.631522940204603,1.21694083601652,0.223626727062371,0.566609257562766
"VAPA","VAPA",3254.12967617739,0.51978876687169,0.427286884022889,1.21648659555823,0.223799614238394,0.566782348978234
"CENPC","CENPC",1192.38017519496,0.791855257655646,0.650938132459211,1.2164831312986,0.223800933127603,0.566782348978234
"LMBRD1","LMBRD1",710.195165526642,0.740654956517454,0.608942128612098,1.21629777562862,0.223871508574066,0.566826986585946
"SIDT1","SIDT1",533.171859278091,-0.864154517134938,0.711428602922876,-1.21467497031268,0.224490082522375,0.567068340133505
"OVGP1","OVGP1",79.8082120359284,-1.29843593516004,1.07130454834351,-1.21201383599811,0.225507084368468,0.567068340133505
"TRIP6","TRIP6",2008.17996710937,-0.683723355226916,0.563927338766976,-1.21243165249245,0.225347190705584,0.567068340133505
"CDC34","CDC34",2119.30453093394,-0.683599901809798,0.562903455437292,-1.21441766826381,0.224588271891296,0.567068340133505
"BAG1","BAG1",1605.56050219741,-0.707786226488555,0.584035921753392,-1.21188817352816,0.225555189821114,0.567068340133505
"KLHL2","KLHL2",161.590477335504,0.803530855463421,0.663259945307259,1.21148708157129,0.225708782770469,0.567068340133505
"NECTIN1","NECTIN1",1328.57721892347,0.660259417013838,0.543723700108121,1.21432892640609,0.224622143903514,0.567068340133505
"VDR","VDR",187.334885368232,-0.685646344141865,0.565430704905673,-1.21260896904466,0.225279358135674,0.567068340133505
"VPS4B","VPS4B",231.832279158116,0.994426020168138,0.818438105438667,1.21502898454996,0.224355036838951,0.567068340133505
"SNRPB2","SNRPB2",2405.63122431833,0.570520574688837,0.470932068957676,1.21147106407848,0.225714918011104,0.567068340133505
"ZNF484","ZNF484",181.945177876821,0.88576336397955,0.73028253175153,1.2129050408136,0.225166128179628,0.567068340133505
"ZSWIM6","ZSWIM6",1217.3235827442,0.825004084186603,0.680740183244671,1.21192211726699,0.22554219493349,0.567068340133505
"TRAF7","TRAF7",611.918591167052,0.882684803170721,0.727969880573163,1.21252929101372,0.225309837217325,0.567068340133505
"PIAS3","PIAS3",1037.03087761683,-0.617631058703465,0.50973210288641,-1.21167777192385,0.22563575107135,0.567068340133505
"WBP2","WBP2",4157.76135506834,-0.50102108430726,0.413214584712218,-1.21249612875159,0.225322523580594,0.567068340133505
"SERPINE2","SERPINE2",164.355653280869,0.95684989025472,0.787304706749116,1.21534887579382,0.224233057990486,0.567068340133505
"RTP4","RTP4",265.077510414129,-0.783698537226105,0.646532956295026,-1.21215559020705,0.225452827553465,0.567068340133505
"POLR1E","POLR1E",712.716949648077,0.637472874442088,0.52540864450976,1.21328965768519,0.225019095663427,0.567068340133505
"YIPF3","YIPF3",3040.95438173184,-0.57930361085739,0.478152270832915,-1.2115462922476,0.225686104115442,0.567068340133505
"RPLP1","RPLP1",29078.4452615268,-0.70493230094341,0.580816600259177,-1.21369172408097,0.224865465825263,0.567068340133505
"LPP","LPP",1731.64696292447,0.664736801634983,0.547473394064151,1.21419014849348,0.224675121570116,0.567068340133505
"ZNG1E","ZNG1E",863.293712126862,-0.618367398387677,0.509232100571815,-1.21431346863899,0.22462804437502,0.567068340133505
"CCDC81","CCDC81",243.878609260625,-1.35449550056974,1.11620122978386,-1.21348683770222,0.224943743681189,0.567068340133505
"LZTFL1","LZTFL1",200.228250816492,0.639997410352881,0.52646011033538,1.21566173350754,0.224113806983396,0.567068340133505
"ADGRV1","ADGRV1",43.8768727836192,-1.13767992930081,0.937582133470795,-1.21341895145685,0.224969684250499,0.567068340133505
"NAB2","NAB2",1189.81233195261,0.677179548350038,0.557573295935865,1.21451216061813,0.224552208976086,0.567068340133505
"PHB1","PHB1",6432.79452367742,-0.659777527787469,0.543103863410216,-1.21482753527961,0.224431876497899,0.567068340133505
"CANT1","CANT1",973.494523722615,0.819705934864393,0.676304957413429,1.21203596968949,0.225498612022797,0.567068340133505
"MANEA","MANEA",254.967609608355,1.08746571595297,0.896409436593927,1.21313506034139,0.225078187364257,0.567068340133505
"SEMA4B","SEMA4B",649.002385931709,-0.796367463709926,0.65591499760108,-1.2141321156286,0.224697277928293,0.567068340133505
"FAM3C","FAM3C",1143.11678386545,0.727200380099348,0.599392103612992,1.21322983021624,0.225041962186049,0.567068340133505
"TRIM33","TRIM33",3047.30465871671,0.926359638656357,0.763779785412834,1.21286221021894,0.225182505835821,0.567068340133505
"ZNF559-ZNF177","ZNF559-ZNF177",87.8982485480297,-0.815123661079619,0.672066344934107,-1.21286189559089,0.22518262614713,0.567068340133505
"HNRNPA2B1","HNRNPA2B1",48983.5042594525,0.577940991880925,0.477191561197444,1.21112995047663,0.225845604305914,0.56707174199373
"ITM2B","ITM2B",8019.3389879566,0.593791710482244,0.490310361923494,1.21105274657625,0.225875189898296,0.56707174199373
"PIK3R6","PIK3R6",385.488325514934,-1.38587784002884,1.14419708626915,-1.21122301101792,0.225809945908286,0.56707174199373
"DYM","DYM",1152.55500116737,0.64956535386539,0.53650106761646,1.21074382340234,0.225993601172447,0.567235990750538
"ZFP82","ZFP82",531.630490933608,0.620029715724308,0.512169668434226,1.21059436733109,0.226050904078012,0.567246818601764
"GNA12","GNA12",4278.30636971247,0.610193269178724,0.50422996990503,1.21014875274798,0.226221818574262,0.567409692557984
"RBKS","RBKS",210.687822726497,-1.09405641423297,0.904052740809058,-1.21016879308819,0.226214130166016,0.567409692557984
"NUP214","NUP214",2634.93393132652,-0.469277948208687,0.38787469912577,-1.20986996384758,0.226328794326194,0.567412117859931
"R3HCC1L","R3HCC1L",969.582613844502,0.542447292323178,0.448304107710684,1.2099984876187,0.226279473219906,0.567412117859931
"TMEM177","TMEM177",272.941597896399,0.572477609540927,0.473415423831387,1.20925001747476,0.226566807005847,0.567742900046254
"PLPBP","PLPBP",2324.94483540037,0.696675828479535,0.576072754711622,1.20935389285731,0.226526914241048,0.567742900046254
"PIK3R3","PIK3R3",248.93327331706,-1.01243372068265,0.837682884335318,-1.20861216053852,0.226811882300031,0.567997054658838
"INPPL1","INPPL1",9416.5703265307,-0.522698405243837,0.432455511382295,-1.20867555502551,0.226787516620596,0.567997054658838
"DAZAP2","DAZAP2",10199.4041951463,0.547255582182523,0.452811820660943,1.20857176692898,0.226827408562964,0.567997054658838
"PPIP5K2","PPIP5K2",3090.74599176998,0.853258308958087,0.706401110639836,1.20789491424388,0.227087686071713,0.56851582773566
"TXNDC15","TXNDC15",1110.82063847559,0.557260472842389,0.461600586734334,1.20723519175921,0.227341581186002,0.568662210391131
"GTF3C4","GTF3C4",1495.32451458572,0.694020013401055,0.574800605692832,1.20741002449801,0.227274276864541,0.568662210391131
"PXDN","PXDN",14331.3736916392,0.575365082651991,0.476457580091717,1.20758931475334,0.227205271313406,0.568662210391131
"ZNF320","ZNF320",1288.24865120716,0.630832224085756,0.522621843432166,1.20705292366456,0.227411762978462,0.568662210391131
"TIGD1","TIGD1",433.757841235386,-0.654806882446067,0.542475747372883,-1.20707125731829,0.227404702960645,0.568662210391131
"SORD","SORD",640.214811002069,0.655064375170163,0.542841517327984,1.20673226763231,0.227535268118948,0.568705357276053
"ATP9B","ATP9B",857.902143125449,-0.637425000026024,0.528206630640857,-1.20677205292303,0.227519941662368,0.568705357276053
"MKI67","MKI67",29617.5336931968,0.597085192849479,0.494865498803468,1.20656055896636,0.227601423755967,0.568737918139036
"VPS13D","VPS13D",3210.05542984771,-0.542123043940688,0.449654399388491,-1.20564381150935,0.227954858707472,0.569004481752897
"OAZ1","OAZ1",24378.600327595,-0.566673083104558,0.470078545060786,-1.20548595348312,0.228015757379324,0.569004481752897
"CEMIP2","CEMIP2",1192.88196300601,0.922461688050119,0.765118426871916,1.20564563033919,0.2279541571045,0.569004481752897
"GNAQ","GNAQ",1755.23616683901,0.697358010878952,0.578352145772924,1.20576713681417,0.227907290176848,0.569004481752897
"CKB","CKB",253.28064593206,-1.06761176066759,0.885291365150539,-1.20594394421326,0.227839105091226,0.569004481752897
"EIF3C","EIF3C",5504.52222520862,-0.744783620559189,0.617843493359717,-1.20545676787692,0.228027017909382,0.569004481752897
"AP1M1","AP1M1",4547.33478742214,-0.574428468478547,0.476787646219493,-1.20478890976572,0.22828480238501,0.569117095838735
"CNOT6L","CNOT6L",2662.15183495741,0.825244052681579,0.684835186095681,1.20502577764204,0.228193350746035,0.569117095838735
"BBS10","BBS10",229.07750054028,0.84676181814885,0.702778749330213,1.20487681074002,0.228250861904213,0.569117095838735
"HSH2D","HSH2D",8000.85400075928,-0.915760297587466,0.759896405650987,-1.20511202682023,0.228160057530268,0.569117095838735
"CSNK2A2","CSNK2A2",4155.17646727908,0.501086124233548,0.416045771647341,1.20440143460535,0.228434457831758,0.569225063102646
"TRMT10B","TRMT10B",293.949392765829,-0.608749996707072,0.50541808402208,-1.20444838827824,0.228416319084254,0.569225063102646
"ZNF768","ZNF768",2735.73918911918,-0.619644361000468,0.514547279443391,-1.20425155424156,0.228492365215161,0.569236855859505
"RANGAP1","RANGAP1",9816.18974351294,-0.824639525071819,0.685373960987359,-1.2031964620947,0.228900303666861,0.569597713034812
"CCDC9","CCDC9",598.991714180784,-0.785182286742814,0.652407553269721,-1.20351501574078,0.228777084202762,0.569597713034812
"TAF5L","TAF5L",1345.17322797228,0.71747113778447,0.59630801095065,1.20318882961283,0.22890325656009,0.569597713034812
"NEK7","NEK7",1116.01836917973,0.77341392274233,0.6425619932898,1.20364094175971,0.228728387892854,0.569597713034812
"STAT2","STAT2",5733.23793470732,-0.599316126414507,0.498032565499165,-1.20336734569521,0.228834198454215,0.569597713034812
"ERH","ERH",3317.65204749003,0.504434227453778,0.419353066257869,1.20288670345286,0.229020166441494,0.56962381081696
"GCC2","GCC2",1293.7289503001,0.836394653449746,0.695306050590006,1.20291582784303,0.22900889469941,0.56962381081696
"QKI","QKI",2923.14691600766,0.895538098069954,0.744663141477639,1.202608331457,0.229127922094018,0.569759443906264
"YBX1","YBX1",34145.1995829366,0.626487871034917,0.521213816846366,1.20197863292558,0.229371806661526,0.570008826994501
"CPNE3","CPNE3",2894.90367166813,0.752329832830722,0.6269061468747,1.20006772398276,0.230113039406099,0.570008826994501
"WDR76","WDR76",1039.85939808266,0.712899883588677,0.593780726257107,1.20061135712915,0.229901993472916,0.570008826994501
"POLRMT","POLRMT",4327.64145911572,-0.544977193508686,0.453998407733707,-1.20039450408897,0.229986162322464,0.570008826994501
"ADNP","ADNP",5687.04791176432,0.690172605775636,0.575136519029763,1.2000152710524,0.230133409646916,0.570008826994501
"ZNF174","ZNF174",508.606198056281,0.482689017200061,0.401729044086027,1.20152880232552,0.229546140787094,0.570008826994501
"RMDN3","RMDN3",1420.50163380313,-0.781973874101003,0.650921937354821,-1.20133280079443,0.229622131651928,0.570008826994501
"ETFBKMT","ETFBKMT",37.1554381862699,-0.962927760160554,0.802027383704136,-1.20061706087055,0.229899779931347,0.570008826994501
"N4BP2L1","N4BP2L1",1569.5553050986,-0.559254825029135,0.465897056213399,-1.20038282614298,0.229990695595843,0.570008826994501
"GABPB2","GABPB2",1111.81390636372,0.519282649343685,0.432210286470654,1.20145833081403,0.229573460916957,0.570008826994501
"NMNAT3","NMNAT3",2929.92601064148,-0.813693001486122,0.676994930788693,-1.20191889847414,0.229394951624152,0.570008826994501
"EEF2","EEF2",134100.970800468,0.528004933511589,0.439355998472764,1.201770171221,0.229452585332876,0.570008826994501
"NAP1L5","NAP1L5",161.150478686362,-1.20000599647296,0.999526811603409,-1.20057409420358,0.229916455061635,0.570008826994501
"PSMD13","PSMD13",4763.78076635349,-0.600300478714287,0.500213419860017,-1.20008871189877,0.230104889049938,0.570008826994501
"ZNF33A","ZNF33A",2558.67268163956,0.742473177595392,0.618353424285087,1.20072623266186,0.229857414820992,0.570008826994501
"PVRIG","PVRIG",1076.90602298071,-2.24605958925111,1.87028874361295,-1.20091595317644,0.229783805253327,0.570008826994501
"TEN1-CDK3","TEN1-CDK3",475.732063814781,-0.883002980202295,0.734888534922962,-1.20154681729367,0.229539157183419,0.570008826994501
"TOMM20","TOMM20",5617.63061432238,0.585241422005617,0.487833003756784,1.19967574456565,0.23026529671203,0.570203562642211
"DRAM1","DRAM1",32.1176215070249,-1.05294986272555,0.878069542473149,-1.19916454425676,0.230463970816844,0.570563554022737
"DELE1","DELE1",2176.92371176056,-0.510449873185497,0.425895958035181,-1.19853185632565,0.230710028858975,0.571019022758187
"FADS1","FADS1",172.215693252759,0.804762274696797,0.671520948158332,1.19841723017559,0.230754627973089,0.571019022758187
"CMTM6","CMTM6",3606.95970044909,0.624742082521941,0.521580922436951,1.1977855317311,0.231000521181754,0.571239048546053
"VPS51","VPS51",5304.33029565587,-0.495525207710783,0.413724275724406,-1.19771847287218,0.231026635256808,0.571239048546053
"GTPBP8","GTPBP8",427.788291474527,0.601620225806713,0.502231658455572,1.19789387163839,0.230958335863723,0.571239048546053
"MFN1","MFN1",1728.05383333148,-0.616722962883364,0.514948306403192,-1.19764053054383,0.231056990210594,0.571239048546053
"AGA","AGA",432.669377399431,0.602066693630951,0.502788192939727,1.19745591102838,0.231128902330122,0.571284899432916
"CCDC112","CCDC112",131.643522375453,0.88657563751941,0.740699059765162,1.1969444618986,0.231328202610945,0.571513595418917
"LCMT2","LCMT2",509.479958030266,0.981843790194403,0.820262183336359,1.19698775603774,0.231311327125804,0.571513595418917
"TUBD1","TUBD1",194.202467317609,0.599964134073534,0.50161428479546,1.19606668362361,0.231670537647285,0.571807461674884
"PAIP2","PAIP2",6389.44808434155,0.578601280130523,0.483908394083079,1.19568349548238,0.231820094429371,0.571807461674884
"YEATS4","YEATS4",1102.9730324124,0.668932507484875,0.559324833961112,1.19596425345094,0.231710509018218,0.571807461674884
"PTPN7","PTPN7",1810.56811906328,0.956801246544895,0.800189990432213,1.19571758955406,0.231806784873392,0.571807461674884
"APPL1","APPL1",4252.7801743056,0.77928173090149,0.651576869025257,1.19599354726523,0.231699077180335,0.571807461674884
"GPATCH4","GPATCH4",2344.45868548906,0.675975825994141,0.565347952244288,1.19568103733407,0.231821054055955,0.571807461674884
"RAMAC","RAMAC",905.773022435075,0.499446086240313,0.417519314191373,1.19622271177469,0.231609660124323,0.571807461674884
"DLD","DLD",1582.98684924198,0.614600394298139,0.514465258934664,1.19463925624605,0.232228004691889,0.571819493270626
"RBM42","RBM42",4326.93462437932,-0.642554600902587,0.537837437552952,-1.19470039836958,0.232204106765401,0.571819493270626
"ABL2","ABL2",1676.24794378618,0.611618623113237,0.51190419953845,1.19479118097623,0.232168626820407,0.571819493270626
"SPTSSA","SPTSSA",879.343002503051,0.61468246684308,0.514278612509588,1.19523241272574,0.231996238036077,0.571819493270626
"ZNF131","ZNF131",1957.72525637649,0.648724497602357,0.542947961354757,1.19481892147393,0.232157785959111,0.571819493270626
"MRPL54","MRPL54",1102.49970493955,-0.601795825533618,0.503623796480918,-1.19493127556458,0.232113882162263,0.571819493270626
"CENATAC","CENATAC",821.75356810287,-0.706571486754999,0.591044781187175,-1.19546184865346,0.231906633577886,0.571819493270626
"NUP62","NUP62",8082.60689900561,0.482054296178699,0.403536353750585,1.19457464413886,0.23225326078848,0.571819493270626
